Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Hitmonlee (Shadow),70.6,106,fighting,none,141.8,118.9,94,1585670,21.5,1500,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Ho-Oh (Shadow),70.6,250,fire,flying,123,129.5,114,1814821,14,1496,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Lumineon,70.6,457,water,none,109,137.4,137,2052476,32.5,1498,Water Gun,Water Pulse,Silver Wind,19,15,3,50000
Probopass (Shadow),70.6,476,rock,steel,97.4,199,119,2305417,27.5,1498,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Lugia (Shadow),70.5,249,psychic,flying,103,168.2,126,2181472,15,1500,Dragon Tail,Fly,Aeroblast,5,9,20,100000
Pignite (Shadow),70.5,499,fire,fighting,127.3,87,158,1751280,29,1497,Ember,Rock Tomb,Flame Charge,8,8,3,10000
Prinplup,70.4,394,water,none,118.6,117.1,136,1888948,36.5,1498,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Regieleki,70.4,894,electric,none,151,82,120,1485850,19.5,1500,Volt Switch,Thunder Cage,Hyper Beam,3,5,20,100000
Gardevoir,70.3,282,psychic,fairy,136.6,115.6,104,1642368,18,1499,Charm,Triple Axel,Shadow Ball,8,10,5,75000
Torterra (Shadow),70.3,389,grass,ground,119.9,117,133,1867141,19,1498,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Vanillish,70.3,583,ice,none,123.7,120.5,122,1818275,40.5,1500,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Volcanion,70.3,721,fire,water,135.6,117.4,103,1639861,15,1494,Incinerate,Sludge Bomb,Overheat,3,3,20,100000
Combusken (Shadow),70.2,256,fire,fighting,130.4,100.9,131,1723138,37.5,1499,Ember,Flame Charge,Rock Slide,8,7,3,10000
Mewtwo (Shadow),70.2,150,psychic,none,147.4,94.4,109,1516806,13,1500,Psycho Cut,Psystrike,Thunderbolt,5,7,20,100000
Nidorino (Shadow),70.2,33,poison,none,123.3,104.3,141,1813973,47.5,1498,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
Bonsly,70.1,438,rock,none,116.8,124.4,127,1844799,50,1472,Rock Throw,Rock Tomb,Rock Slide,10,9,5,10000
Eelektross,70.1,604,electric,none,133.8,99.8,126,1682153,20,1500,Volt Switch,Dragon Claw,Thunderbolt,3,4,1,10000
Salamence,70.1,373,dragon,flying,143.5,93.1,117,1562473,14.5,1497,Dragon Tail,Fly,Outrage,5,7,5,75000
Seismitoad,70.1,537,water,ground,120.3,100.9,154,1868887,22,1500,Mud Shot,Earth Power,Sludge Bomb,7,7,3,50000
Hitmonchan (Shadow),70,107,fighting,none,128.9,137.4,98,1736383,24,1497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Kingdra,70,230,water,dragon,121.8,127.9,118,1839109,21,1497,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Landorus (Incarnate),70,645,ground,flying,139.4,101.5,114,1612815,15.5,1500,Mud Shot,Earth Power,Rock Slide,7,6,20,100000
Scraggy,70,559,dark,fighting,120.3,122.8,126,1860953,49,1496,Feint Attack,Upper Hand,Foul Play,7,7,3,50000
Skrelp,70,690,poison,water,104.2,104.2,127,1378846,50,1202,Acid,Aqua Tail,Sludge Bomb,5,7,3,50000
Swanna (Shadow),70,581,water,flying,128.6,101.1,134,1741978,26.5,1497,Water Gun,Fly,Ice Beam,15,19,3,50000
Zapdos (Galarian),70,145,fighting,flying,134.6,107.3,115,1661286,15.5,1500,Counter,Fly,Brave Bird,8,10,20,100000
Rotom,69.9,479,electric,ghost,132.4,120.5,106,1691086,27.5,1499,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Smoochum,69.9,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Psyshock,Ice Punch,5,5,5,10000
Urshifu (Rapid Strike),69.9,892,fighting,water,136.6,97.8,121,1616195,15,1489,Counter,Aqua Jet,Dynamic Punch,7,8,20,100000
Bayleef (Shadow),69.8,153,grass,none,105.6,141.6,142,2122414,49.5,1499,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Corvisquire,69.8,822,flying,none,118.1,104.7,153,1892802,49.5,1496,Sand Attack,Sky Attack,Payback,14,15,1,10000
Crobat,69.8,169,poison,flying,121.2,118.1,129,1847304,21,1500,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Houndoom (Shadow),69.8,229,dark,fire,139.6,97.3,118,1603024,21,1500,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Growlithe,69.7,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,5,8,3,50000
Hatterene,69.7,858,psychic,fairy,142.2,115,96,1569863,19.5,1499,Charm,Psyshock,Power Whip,7,9,5,50000
Heatmor,69.7,631,fire,none,134.7,92.6,134,1671446,23.5,1500,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Hitmonchan,69.7,107,fighting,none,128.9,137.4,98,1736383,24,1497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Cubone,69.6,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Return,4,7,3,50000
Darmanitan (Standard) (Shadow),69.6,555,fire,none,149.8,72.1,138,1489923,17.5,1496,Incinerate,Rock Slide,Overheat,3,3,3,50000
Moltres (Shadow),69.6,146,fire,flying,137.3,101,118,1636574,16,1499,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Shelgon,69.6,372,dragon,none,123.3,119.1,123,1806077,27.5,1498,Dragon Breath,Flamethrower,Twister,19,15,5,75000
Darmanitan (Standard),69.5,555,fire,none,149.8,72.1,138,1489923,17.5,1496,Incinerate,Rock Slide,Overheat,3,3,3,50000
Emboar (Shadow),69.5,500,fire,fighting,137.9,80.4,147,1630577,18.5,1499,Ember,Blast Burn,Rock Slide,8,7,3,10000
Floatzel,69.5,419,water,none,143.8,81.7,133,1563742,22.5,1500,Water Gun,Aqua Jet,Swift,14,12,3,50000
Nidorino,69.5,33,poison,none,123.3,104.3,141,1813973,47.5,1498,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
Arbok,69.4,24,poison,none,123.7,120.1,122,1813613,29,1499,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Beartic,69.4,614,ice,none,135.5,94.1,130,1656683,18,1500,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Cloyster,69.4,91,water,ice,119,169.8,93,1879927,22,1498,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Kingdra (Shadow),69.4,230,water,dragon,121.8,127.9,118,1839109,21,1497,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Monferno,69.3,391,fire,fighting,129.6,96,139,1730680,42,1499,Ember,Flamethrower,Low Sweep,8,6,3,10000
Omanyte (Shadow),69.3,138,rock,water,128,135.3,101,1749618,43,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Vibrava (Shadow),69.3,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Buneary,69.2,427,normal,none,121.8,100.8,135,1658639,50,1423,Quick Attack,Swift,Fire Punch,5,5,3,50000
Electrode (Shadow),69.2,101,electric,none,122.9,126.3,118,1831578,27,1500,Volt Switch,Discharge,Hyper Beam,3,5,3,50000
Aerodactyl (Shadow),69.1,142,rock,flying,134.4,103.4,120,1667018,20,1497,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Bisharp,69.1,625,dark,steel,139.8,109.7,105,1610607,19.5,1500,Snarl,Dark Pulse,X-Scissor,4,4,5,75000
Herdier,69.1,507,normal,none,118.9,111.7,142,1885363,41.5,1497,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Monferno (Shadow),69.1,391,fire,fighting,129.6,96,139,1730680,42,1499,Ember,Flamethrower,Low Sweep,8,6,3,10000
Gigalith (Shadow),68.9,526,rock,none,127.2,118.4,117,1762839,17,1499,Mud Slap,Meteor Beam,Superpower,6,4,3,50000
Ambipom (Shadow),68.8,424,normal,none,133.9,100.6,124,1669988,23,1500,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Elekid,68.8,239,electric,none,126,97.5,120,1474345,50,1364,Thunder Shock,Thunder Punch,Brick Break,5,5,5,10000
Geodude (Alolan),68.8,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Tomb,Rock Slide,4,3,1,10000
Gigalith,68.8,526,rock,none,127.2,118.4,117,1762839,17,1499,Mud Slap,Superpower,Meteor Beam,4,6,3,50000
Linoone (Galarian),68.8,264,dark,normal,114.1,111.8,154,1965124,38.5,1497,Snarl,Body Slam,Dig,3,4,1,10000
Minun,68.8,312,electric,none,116.3,127.1,130,1921857,36.5,1496,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Moltres,68.8,146,fire,flying,136.3,102.6,118,1649613,16,1499,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Bouffalant,68.7,626,normal,none,118.9,115.9,137,1887582,20,1500,Mud Shot,Stomp,Megahorn,5,7,3,50000
Klinklang,68.7,601,steel,none,124.3,139.6,104,1803808,21,1497,Metal Sound,Mirror Shot,Zap Cannon,5,10,5,75000
Mankey (Shadow),68.7,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Omanyte,68.7,138,rock,water,128,135.3,101,1749618,43,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Sandygast,68.7,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Vileplume,68.7,45,grass,poison,128.8,112.7,120,1742867,21.5,1499,Acid,Sludge Bomb,Petal Blizzard,7,9,3,50000
Weepinbell,68.7,70,grass,poison,137.9,84.8,139,1626595,40.5,1500,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Crobat (Shadow),68.6,169,poison,flying,121.2,118.1,129,1847304,21,1500,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Emboar,68.6,500,fire,fighting,137.9,80.4,147,1630577,18.5,1499,Ember,Blast Burn,Rock Slide,8,7,3,10000
Oddish,68.6,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,6,7,3,50000
Darumaka (Galarian),68.5,554,ice,none,131.9,82.3,157,1705667,50,1500,Ice Fang,Ice Punch,Ice Beam,7,10,3,50000
Flareon,68.5,136,fire,none,142.3,110,100,1564103,18,1498,Ember,Superpower,Flamethrower,6,8,5,75000
Swellow (Shadow),68.5,277,normal,flying,136,100,121,1645136,29,1499,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Jolteon,68.4,135,electric,none,137.4,114.7,103,1623594,19,1498,Thunder Shock,Discharge,Last Resort,5,7,5,75000
Entei (Shadow),68.3,244,fire,none,128.3,97.8,139,1744995,15.5,1498,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Cloyster (Shadow),68.2,91,water,ice,119,169.8,93,1879927,22,1498,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Luxray (Shadow),68.2,405,electric,none,138,99,119,1625573,19,1500,Snarl,Wild Charge,Psychic Fangs,4,3,5,75000
Shelgon (Shadow),68.2,372,dragon,none,123.3,119.1,123,1806077,27.5,1498,Dragon Breath,Flamethrower,Dragon Pulse,19,20,5,75000
Shellos,68.2,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Mud Bomb,Body Slam,4,4,3,50000
Torracat,68.2,726,fire,none,135.6,89.9,135,1644555,35,1496,Ember,Flame Charge,Crunch,8,7,3,10000
Drakloak,68.1,886,dragon,ghost,130.4,93.1,142,1724150,37.5,1499,Astonish,Shadow Ball,Outrage,6,6,5,75000
Falinks,68.1,870,fighting,none,127.6,119.2,115,1748115,23.5,1495,Counter,Superpower,Megahorn,7,10,5,75000
Growlithe (Hisuian),68.1,58,fire,rock,131.9,89.9,142,1684382,50,1495,Ember,Rock Slide,Flamethrower,7,8,3,50000
Stakataka,68.1,805,rock,steel,119.5,169.1,93,1879565,17,1499,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Teddiursa (Shadow),68.1,216,normal,none,131.5,90.5,142,1690038,49.5,1493,Lick,Swift,Cross Chop,12,12,3,50000
Delcatty,68,301,normal,none,111.9,116.8,153,2000374,46.5,1496,Charm,Wild Charge,Disarming Voice,8,8,3,50000
Mismagius,68,429,ghost,none,131.6,123.7,104,1692580,21,1493,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Quilava,68,156,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Flame Charge,Dig,8,8,3,10000
Chandelure,67.9,609,ghost,fire,151.5,105.2,93,1481922,17,1498,Incinerate,Shadow Ball,Flame Charge,3,3,5,75000
Exploud,67.9,295,normal,none,119.8,99.5,157,1870373,24,1500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Garchomp (Shadow),67.9,445,dragon,ground,132.5,101.5,126,1693583,14,1500,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Kartana,67.9,798,grass,steel,169.2,99.3,79,1327757,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Poipole,67.9,803,poison,none,119.7,113.6,137,1862719,36,1495,Poison Jab,Sludge Bomb,Fell Stinger,8,5,20,100000
Archeops (Shadow),67.8,567,rock,flying,160.6,81.9,106,1395055,16.5,1499,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Exploud (Shadow),67.8,295,normal,none,119.8,99.5,157,1870373,24,1500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Grotle,67.8,388,grass,none,117.8,114.9,141,1908142,30,1500,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Gurdurr,67.8,533,fighting,none,125.3,100.1,143,1794633,26,1499,Poison Jab,Stone Edge,Brick Break,8,6,5,75000
Rotom (Heat),67.8,479,electric,fire,128.8,144.9,93,1736642,21.5,1500,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Sneasel (Shadow),67.8,215,dark,ice,134,111.8,111,1661900,27,1497,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Graveler (Shadow),67.7,75,rock,ground,122.6,129.9,115,1831483,29.5,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Manectric (Shadow),67.7,310,electric,none,142.5,91.3,121,1574038,23.5,1498,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Metagross (Shadow),67.7,376,steel,psychic,132.8,122.1,104,1685821,14.5,1498,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Yanmega,67.7,469,bug,flying,136.8,96.1,125,1643327,19,1500,Bug Bite,Aerial Ace,Ancient Power,14,15,3,50000
Appletun,67.6,842,grass,dragon,116.6,102.5,161,1924256,23,1499,Astonish,Seed Bomb,Outrage,5,6,5,75000
Heracross,67.6,214,bug,fighting,134.7,108.4,114,1664501,17.5,1500,Counter,Upper Hand,Megahorn,7,10,3,50000
Porygon,67.6,137,normal,none,120,115.4,135,1870465,35.5,1500,Quick Attack,Discharge,Hyper Beam,5,10,3,50000
Swellow,67.6,277,normal,flying,136,100,121,1645136,29,1499,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Ursaluna (Shadow),67.6,901,ground,normal,125.6,98.7,144,1785614,14.5,1500,Tackle,Swift,High Horsepower,12,20,3,50000
Houndoom,67.5,229,dark,fire,139.6,97.3,118,1603024,21,1500,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Ursaluna,67.5,901,ground,normal,125.6,98.7,144,1785614,14.5,1500,Tackle,Swift,High Horsepower,12,20,3,50000
Frogadier,67.4,657,water,none,134.5,100.9,123,1668029,38.5,1500,Bubble,Surf,Aerial Ace,5,4,3,10000
Geodude (Shadow),67.4,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Dig,10,10,1,10000
Gloom (Shadow),67.4,44,grass,poison,121.4,116,131,1844296,37,1498,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Carnivine,67.3,455,grass,none,130.2,101.9,130,1724039,25.5,1499,Vine Whip,Power Whip,Crunch,7,6,5,75000
Cherrim (Sunshine),67.3,421,grass,none,121.9,116.3,130,1842766,27.5,1500,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Groudon (Shadow),67.3,383,ground,none,135.5,116.8,105,1661817,13.5,1500,Mud Shot,Precipice Blades,Fire Punch,8,5,20,100000
Mismagius (Shadow),67.3,429,ghost,none,131.6,123.7,104,1692580,21,1493,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Oddish (Shadow),67.3,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,6,7,3,50000
Arbok (Shadow),67.2,24,poison,none,123.7,120.1,122,1813613,29,1499,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Arboliva,67.2,930,grass,normal,129.3,116.6,115,1734048,18.5,1500,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Camerupt,67.2,323,fire,ground,133.6,100.5,125,1678150,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Vibrava,67.2,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Garchomp,67.1,445,dragon,ground,132.5,101.5,126,1693583,14,1500,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Geodude (Alolan) (Shadow),67.1,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Tomb,Rock Slide,4,3,1,10000
Graveler,67.1,75,rock,ground,121.5,131,116,1845378,30,1499,Mud Slap,Stone Edge,Dig,6,5,1,10000
Gurdurr (Shadow),67.1,533,fighting,none,125.3,100.1,143,1794633,26,1499,Poison Jab,Stone Edge,Brick Break,8,6,5,75000
Pidgeotto (Shadow),67.1,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Quilava (Shadow),67.1,156,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Flame Charge,Dig,8,8,3,10000
Raboot,67.1,814,fire,none,128.9,103.7,130,1737824,31.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Breloom,67,286,grass,fighting,150,96.7,103,1494123,21,1500,Force Palm,Dynamic Punch,Grass Knot,5,5,3,50000
Delphox,67,655,fire,psychic,132.6,115.6,110,1686664,18,1499,Fire Spin,Blast Burn,Mystical Fire,5,5,3,10000
Zoroark,67,571,dark,none,157.3,88,103,1425304,21.5,1500,Shadow Claw,Foul Play,Sludge Bomb,5,7,5,75000
Kubfu,66.9,891,fighting,none,136.6,95.6,125,1631599,34.5,1493,Counter,Close Combat,Brick Break,8,7,20,100000
Sawk (Shadow),66.9,539,fighting,none,140.4,97.4,117,1599454,20,1499,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Diancie,66.8,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Power Gem,Rock Slide,10,9,20,100000
Latias (Shadow),66.8,380,dragon,psychic,124.1,136.2,107,1809140,15.5,1500,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Mankey,66.8,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Return,4,8,3,50000
Mr. Mime,66.8,122,psychic,fairy,131.6,144.3,90,1708557,25,1500,Psywave,Shadow Ball,Psychic,14,14,5,75000
Sneasel,66.8,215,dark,ice,134,111.8,111,1661900,27,1497,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Tyranitar (Shadow),66.8,248,rock,dark,129.7,111.4,120,1734171,14.5,1500,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Entei,66.7,244,fire,none,127.7,98.3,140,1757933,16,1498,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Larvesta,66.7,636,bug,fire,130.8,99.8,131,1710210,45.5,1499,Ember,Flame Charge,Bug Buzz,8,9,5,75000
Slowbro,66.7,80,water,psychic,113.4,120.9,144,1974848,22,1500,Water Gun,Surf,Ice Beam,15,19,3,50000
Absol (Shadow),66.6,359,dark,none,156.6,84,109,1433529,22,1498,Snarl,Brutal Swing,Megahorn,3,5,5,75000
Comfey,66.6,764,fairy,none,116.2,157.5,105,1921722,26.5,1500,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Exeggutor (Alolan) (Shadow),66.6,103,grass,dragon,134.4,94.8,131,1669766,18.5,1498,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Houndour (Shadow),66.6,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,7,8,3,50000
Slowking,66.6,199,water,psychic,113.4,120.9,144,1974848,22,1500,Water Gun,Surf,Psychic,15,19,3,50000
Swanna,66.5,581,water,flying,128.6,101.1,134,1741978,26.5,1497,Air Slash,Fly,Ice Beam,5,7,3,50000
Tauros,66.5,128,normal,none,125.1,119.5,120,1794891,21.5,1499,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Tirtouga,66.5,564,water,rock,114.4,132.5,130,1969593,46.5,1500,Water Gun,Surf,Ancient Power,15,15,5,75000
Arcanine (Hisuian),66.4,59,fire,rock,132.4,99.5,129,1699489,17.5,1500,Fire Fang,Wild Charge,Rock Slide,8,8,3,50000
Boldore (Shadow),66.4,525,rock,none,125.4,109.3,131,1795223,27.5,1500,Mud Slap,Stone Edge,Rock Slide,6,5,3,50000
Nuzleaf (Shadow),66.4,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Oricorio (Sensu),66.4,741,ghost,flying,130.9,102.1,128,1710403,24,1497,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Prinplup (Shadow),66.4,394,water,none,118.6,117.1,136,1888948,36.5,1498,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Torterra,66.4,389,grass,ground,119.9,117,133,1867141,19,1498,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Eldegoss,66.3,830,grass,none,108.4,160.5,119,2069942,28.5,1498,Bullet Seed,Grass Knot,Energy Ball,4,5,3,50000
Metagross,66.3,376,steel,psychic,132.8,122.1,104,1685821,14.5,1498,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Oricorio (Pom-Pom),66.3,741,electric,flying,130.9,102.1,128,1710403,24,1497,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Slowpoke,66.3,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Archen (Shadow),66.2,566,rock,flying,159.5,76.1,116,1408037,30,1500,Quick Attack,Ancient Power,Dragon Claw,6,5,5,75000
Wormadam (Plant),66.2,413,bug,grass,110,144.9,128,2040195,34.5,1499,Bug Bite,Energy Ball,Bug Buzz,19,20,1,10000
Camerupt (Shadow),66.1,323,fire,ground,133.6,100.5,125,1678150,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Cursola,66.1,864,ghost,none,145.7,111.1,95,1537102,18,1497,Astonish,Night Shade,Power Gem,5,5,3,50000
Flapple,66.1,841,grass,dragon,138.1,100.1,117,1618070,22.5,1500,Dragon Breath,Fly,Seed Bomb,15,15,5,75000
Geodude,66.1,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Rock Slide,10,9,1,10000
Thwackey,66.1,811,grass,none,123.7,107.6,136,1808877,30,1500,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Weavile (Shadow),66.1,461,dark,ice,141.9,105.1,106,1581752,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Blissey,66,242,normal,none,81,111.3,307,2768972,20.5,1500,Zen Headbutt,Wild Charge,Dazzling Gleam,8,10,5,75000
Tyrantrum,66,697,rock,dragon,129.1,115.1,116,1723842,17.5,1493,Dragon Tail,Meteor Beam,Crunch,7,5,5,75000
Weavile,66,461,dark,ice,141.9,105.1,106,1581752,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Infernape,65.9,392,fire,fighting,136.7,100.4,119,1633131,20.5,1495,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Honchkrow,65.8,430,dark,flying,150,68.9,145,1499623,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Simisage,65.7,512,grass,none,136,95.8,126,1642252,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Stufful,65.7,759,normal,fighting,124.8,92.2,156,1794685,49.5,1499,Tackle,Superpower,Stomp,14,14,1,10000
Tangela,65.7,114,grass,none,125.6,122.9,116,1790197,25,1500,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Decidueye (Hisuian),65.6,724,grass,fighting,129.6,107.5,124,1728560,20,1498,Magical Leaf,Aerial Ace,Aura Sphere,4,6,3,10000
Infernape (Shadow),65.5,392,fire,fighting,136.7,100.4,119,1633131,20.5,1495,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Luxio,65.5,404,electric,none,133.3,91.1,139,1686895,47.5,1499,Spark,Wild Charge,Crunch,7,7,5,75000
Nuzleaf,65.5,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Porygon2,65.5,233,normal,none,122.2,117.9,127,1829984,20.5,1498,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Tirtouga (Shadow),65.5,564,water,rock,114.4,132.5,130,1969593,46.5,1500,Water Gun,Surf,Ancient Power,15,15,5,75000
Mothim,65.4,414,bug,flying,140,83,138,1603038,31.5,1500,Bug Bite,Aerial Ace,Bug Buzz,14,20,1,10000
Slowpoke (Shadow),65.4,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Teddiursa,65.3,216,normal,none,131.5,90.5,142,1690038,49.5,1493,Lick,Swift,Cross Chop,12,12,3,50000
Oricorio (Baile),65.2,741,fire,flying,130.9,102.1,128,1710403,24,1497,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Slowking (Shadow),65.2,199,water,psychic,113.4,120.9,144,1974848,22,1500,Water Gun,Surf,Psychic,15,19,3,50000
Rillaboom,65.1,812,grass,none,132.4,99.3,129,1696084,16.5,1499,Razor Leaf,Grass Knot,Earth Power,13,14,3,10000
Slowbro (Shadow),65.1,80,water,psychic,113.4,120.9,144,1974848,22,1500,Water Gun,Surf,Ice Beam,15,19,3,50000
Slowpoke (Galarian),65.1,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Surf,4,4,3,50000
Tyrantrum (Shadow),65.1,697,rock,dragon,129.1,115.1,116,1723842,17.5,1493,Dragon Tail,Meteor Beam,Stone Edge,7,7,5,75000
Weepinbell (Shadow),65.1,70,grass,poison,139.4,82.7,140,1613476,39.5,1500,Acid,Power Whip,Sludge Bomb,7,7,3,50000
Wyrdeer,65.1,899,normal,psychic,126.6,95.6,146,1767417,20,1497,Confusion,Stomp,Wild Charge,4,4,5,75000
Stunky (Shadow),65,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Pidgeotto,64.9,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Tsareena,64.9,763,grass,none,130.4,120.7,109,1715364,18.5,1496,Magical Leaf,Triple Axel,High Jump Kick,5,6,3,10000
Zebstrika (Shadow),64.9,523,electric,none,137.7,95.5,124,1630392,23,1500,Spark,Wild Charge,Discharge,7,6,3,50000
